time(us), stanley, env, control
29951225814, 2.062500, 24.500000, 23.625000
29954105814, 2.125000, 24.500000, 23.625000
29956985814, 2.125000, 24.500000, 23.625000
29959865814, 2.062500, 24.500000, 23.625000
29962745814, 2.062500, 24.500000, 23.625000
29965625814, 2.125000, 24.500000, 23.625000
29968505814, 2.125000, 24.500000, 23.625000
29971385814, 2.125000, 24.500000, 23.625000
29974265814, 2.125000, 24.500000, 23.625000
29977145814, 2.062500, 24.500000, 23.625000
29980025814, 2.062500, 24.500000, 23.625000
29982905814, 2.062500, 24.500000, 23.625000
29985785814, 2.125000, 24.500000, 23.625000
29988665814, 2.062500, 24.500000, 23.625000
29991545814, 2.062500, 24.500000, 23.625000
29994425814, 2.062500, 24.500000, 23.625000
29997305814, 2.062500, 24.500000, 23.625000
30000185814, 2.125000, 24.500000, 23.625000
30003065814, 2.062500, 24.500000, 23.625000
30005945814, 2.062500, 24.500000, 23.625000
30008825814, 2.062500, 24.500000, 23.625000
30011705814, 2.062500, 24.500000, 23.625000
30014585814, 2.062500, 24.500000, 23.625000
30017465814, 2.062500, 24.500000, 23.625000
30020345814, 2.062500, 24.500000, 23.625000
30023225814, 2.062500, 24.500000, 23.625000
30026105814, 2.062500, 24.500000, 23.687500
30028985814, 2.062500, 24.500000, 23.625000
30031865814, 2.062500, 24.500000, 23.625000
30034745814, 2.062500, 24.500000, 23.625000
30037625814, 2.062500, 24.500000, 23.625000
30040505814, 2.125000, 24.500000, 23.625000
30043385814, 2.125000, 24.500000, 23.625000
30046265814, 2.125000, 24.500000, 23.687500
30049145814, 2.062500, 24.500000, 23.625000
30052025814, 2.062500, 24.500000, 23.625000
30054905814, 2.125000, 24.500000, 23.687500
30057785814, 2.062500, 24.500000, 23.625000
30060665814, 2.125000, 24.500000, 23.687500
30063545814, 2.062500, 24.500000, 23.687500
30066425814, 2.125000, 24.500000, 23.687500
30069305814, 2.062500, 24.500000, 23.687500
30072185814, 2.125000, 24.500000, 23.625000
30075065814, 2.125000, 24.500000, 23.625000
30077945814, 2.125000, 24.500000, 23.687500
30080825814, 2.062500, 24.500000, 23.687500
30083705814, 2.062500, 24.500000, 23.687500
30086585814, 2.125000, 24.500000, 23.687500
30089465814, 2.125000, 24.500000, 23.687500
30092345814, 2.125000, 24.500000, 23.687500
30095225814, 2.062500, 24.500000, 23.687500
30098105814, 2.062500, 24.500000, 23.687500
30100985814, 2.125000, 24.500000, 23.687500
30103865814, 2.125000, 24.500000, 23.687500
30106745814, 2.062500, 24.500000, 23.687500
30109625814, 2.062500, 24.500000, 23.687500
30112505814, 2.125000, 24.500000, 23.687500
30115385814, 2.062500, 24.500000, 23.687500
30118265814, 2.125000, 24.500000, 23.687500
30121145814, 2.125000, 24.500000, 23.687500
30124025814, 2.125000, 24.500000, 23.687500
30126905814, 2.125000, 24.500000, 23.687500
30129785814, 2.062500, 24.500000, 23.687500
30132665814, 2.062500, 24.500000, 23.687500
30135545814, 2.125000, 24.500000, 23.687500
30138425814, 2.125000, 24.500000, 23.687500
30141305814, 2.125000, 24.500000, 23.687500
30144185814, 2.062500, 24.500000, 23.687500
30147065814, 2.125000, 24.562500, 23.687500
30149945814, 2.125000, 24.500000, 23.687500
30152825814, 2.125000, 24.562500, 23.687500
30155705814, 2.125000, 24.500000, 23.687500
30158585814, 2.062500, 24.562500, 23.687500
30161465814, 2.125000, 24.562500, 23.687500
30164345814, 2.125000, 24.562500, 23.687500
30167225814, 2.125000, 24.562500, 23.687500
30170105814, 2.125000, 24.562500, 23.687500
30172985814, 2.062500, 24.562500, 23.687500
30175865814, 2.062500, 24.562500, 23.687500
30178745814, 2.125000, 24.562500, 23.687500
30181625814, 2.125000, 24.562500, 23.687500
30184505814, 2.125000, 24.562500, 23.687500
30187385814, 2.125000, 24.562500, 23.687500
30190265814, 2.125000, 24.562500, 23.687500
30193145814, 2.125000, 24.562500, 23.687500
30196025814, 2.125000, 24.562500, 23.687500
30198905814, 2.125000, 24.562500, 23.687500
30201785814, 2.125000, 24.562500, 23.687500
30204665814, 2.062500, 24.562500, 23.687500
30207545814, 2.125000, 24.562500, 23.687500
30210425814, 2.125000, 24.562500, 23.687500
30213305814, 2.125000, 24.562500, 23.687500
30216185814, 2.125000, 24.562500, 23.687500
30219065814, 2.125000, 24.562500, 23.687500
30221945814, 2.125000, 24.562500, 23.687500
30224825814, 2.125000, 24.562500, 23.687500
30227705814, 2.062500, 24.562500, 23.687500
30230585814, 2.125000, 24.562500, 23.687500
30233465814, 2.125000, 24.562500, 23.687500
30236345814, 2.125000, 24.562500, 23.687500
30239225814, 2.125000, 24.562500, 23.687500
30242105814, 2.125000, 24.562500, 23.687500
30244985814, 2.125000, 24.562500, 23.687500
30247865814, 2.125000, 24.562500, 23.687500
30250745814, 2.125000, 24.562500, 23.687500
30253625814, 2.125000, 24.562500, 23.687500
30256505814, 2.125000, 24.562500, 23.687500
30259385814, 2.125000, 24.562500, 23.687500
30262265814, 2.125000, 24.562500, 23.687500
30265145814, 2.125000, 24.562500, 23.687500
30268025814, 2.125000, 24.562500, 23.687500
30270905814, 2.062500, 24.562500, 23.687500
30273785814, 2.125000, 24.562500, 23.687500
30276665814, 2.125000, 24.562500, 23.687500
30279545814, 2.125000, 24.562500, 23.687500
30282425814, 2.125000, 24.562500, 23.687500
30285305814, 2.125000, 24.562500, 23.687500
30288185814, 2.125000, 24.562500, 23.687500
30291065814, 2.125000, 24.562500, 23.687500
30293945814, 2.125000, 24.562500, 23.687500
30296825814, 2.125000, 24.562500, 23.687500
30299705814, 2.125000, 24.562500, 23.687500
30302585814, 2.125000, 24.562500, 23.687500
30305465814, 2.125000, 24.562500, 23.687500
30308345814, 2.125000, 24.562500, 23.750000
30311225814, 2.125000, 24.562500, 23.687500
30314105814, 2.125000, 24.562500, 23.687500
30316985814, 2.125000, 24.562500, 23.750000
30319865814, 2.125000, 24.562500, 23.687500
30322745814, 2.125000, 24.562500, 23.750000
30325625814, 2.125000, 24.562500, 23.750000
30328505814, 2.125000, 24.562500, 23.750000
30331385814, 2.125000, 24.562500, 23.687500
30334265814, 2.125000, 24.562500, 23.750000
30337145814, 2.125000, 24.562500, 23.687500
30340025814, 2.125000, 24.562500, 23.750000
30342905814, 2.125000, 24.562500, 23.687500
30345785814, 2.125000, 24.562500, 23.750000
30348665814, 2.125000, 24.562500, 23.750000
30351545814, 2.125000, 24.562500, 23.750000
30354425814, 2.125000, 24.562500, 23.750000
30357305814, 2.125000, 24.562500, 23.687500
30360185814, 2.125000, 24.562500, 23.750000
30363065814, 2.125000, 24.562500, 23.750000
30365945814, 2.125000, 24.562500, 23.750000
30368825814, 2.125000, 24.562500, 23.750000
30371705814, 2.125000, 24.562500, 23.750000
30374585814, 2.125000, 24.562500, 23.750000
30377465814, 2.125000, 24.562500, 23.750000
30380345814, 2.125000, 24.562500, 23.750000
30383225814, 2.125000, 24.562500, 23.750000
30386105814, 2.125000, 24.562500, 23.750000
30388985814, 2.125000, 24.562500, 23.750000
30391865814, 2.125000, 24.562500, 23.750000
30394745814, 2.125000, 24.562500, 23.750000
30397625814, 2.125000, 24.562500, 23.750000
30400505814, 2.125000, 24.562500, 23.750000
30403385814, 2.125000, 24.562500, 23.750000
30406265814, 2.125000, 24.562500, 23.750000
30409145814, 2.125000, 24.562500, 23.750000
30412025814, 2.125000, 24.562500, 23.750000
30414905814, 2.125000, 24.562500, 23.750000
30417785814, 2.125000, 24.562500, 23.750000
30420665814, 2.125000, 24.562500, 23.750000
30423545814, 2.125000, 24.562500, 23.750000
30426425814, 2.125000, 24.562500, 23.750000
30429305814, 2.125000, 24.562500, 23.750000
30432185814, 2.125000, 24.562500, 23.750000
30435065814, 2.125000, 24.562500, 23.750000
30437945814, 2.125000, 24.562500, 23.750000
30440825814, 2.125000, 24.562500, 23.750000
30443705814, 2.125000, 24.562500, 23.750000
30446585814, 2.125000, 24.562500, 23.750000
30449465814, 2.125000, 24.562500, 23.750000
30452345814, 2.125000, 24.562500, 23.750000
30455225814, 2.125000, 24.562500, 23.750000
30458105814, 2.125000, 24.562500, 23.750000
30460985814, 2.125000, 24.562500, 23.750000
30463865814, 2.125000, 24.562500, 23.750000
30466745814, 2.125000, 24.562500, 23.750000
30469625814, 2.125000, 24.625000, 23.750000
30472505814, 2.125000, 24.625000, 23.750000
30475385814, 2.125000, 24.625000, 23.750000
30478265814, 2.125000, 24.625000, 23.750000
30481145814, 2.125000, 24.625000, 23.750000
30484025814, 2.125000, 24.625000, 23.750000
30486905814, 2.125000, 24.625000, 23.750000
30489785814, 2.125000, 24.625000, 23.750000
30492665814, 2.125000, 24.625000, 23.750000
30495545814, 2.125000, 24.625000, 23.750000
30498425814, 2.125000, 24.625000, 23.750000
30501305814, 2.125000, 24.625000, 23.750000
30504185814, 2.125000, 24.625000, 23.750000
30507065814, 2.125000, 24.625000, 23.750000
30509945814, 2.125000, 24.625000, 23.750000
30512825814, 2.125000, 24.625000, 23.750000
30515705814, 2.125000, 24.625000, 23.750000
30518585814, 2.125000, 24.625000, 23.750000
30521465814, 2.125000, 24.625000, 23.750000
30524345814, 2.125000, 24.625000, 23.750000
30527225814, 2.125000, 24.625000, 23.750000
30530105814, 2.125000, 24.625000, 23.750000
30532985814, 2.125000, 24.625000, 23.750000
30535865814, 2.125000, 24.625000, 23.750000
30538745814, 2.125000, 24.625000, 23.750000
30541625814, 2.125000, 24.625000, 23.750000
30544505814, 2.125000, 24.625000, 23.750000
30547385814, 2.125000, 24.625000, 23.750000
30550265814, 2.125000, 24.625000, 23.750000
30553145814, 2.125000, 24.625000, 23.812500
30556025814, 2.125000, 24.625000, 23.750000
30558905814, 2.125000, 24.625000, 23.750000
30561785814, 2.125000, 24.625000, 23.750000
30564665814, 2.125000, 24.625000, 23.750000
30567545814, 2.125000, 24.625000, 23.750000
30570425814, 2.125000, 24.625000, 23.750000
30573305814, 2.187500, 24.625000, 23.812500
30576185814, 2.125000, 24.625000, 23.750000
30579065814, 2.125000, 24.625000, 23.812500
30581945814, 2.125000, 24.625000, 23.750000
30584825814, 2.187500, 24.625000, 23.750000
30587705814, 2.125000, 24.625000, 23.812500
30590585814, 2.125000, 24.625000, 23.750000
30593465814, 2.125000, 24.625000, 23.750000
30596345814, 2.187500, 24.625000, 23.750000
30599225814, 2.125000, 24.625000, 23.812500
30602105814, 2.125000, 24.625000, 23.812500
30604985814, 2.125000, 24.625000, 23.750000
30607865814, 2.125000, 24.625000, 23.750000
30610745814, 2.125000, 24.625000, 23.750000
30613625814, 2.125000, 24.625000, 23.750000
30616505814, 2.125000, 24.625000, 23.750000
30619385814, 2.125000, 24.625000, 23.812500
30622265814, 2.125000, 24.625000, 23.750000
30625145814, 2.187500, 24.625000, 23.750000
30628025814, 2.125000, 24.625000, 23.812500
30630905814, 2.125000, 24.625000, 23.750000
30633785814, 2.125000, 24.625000, 23.812500
30636665814, 2.125000, 24.625000, 23.812500
30639545814, 2.125000, 24.625000, 23.812500
30642425814, 2.125000, 24.625000, 23.812500
30645305814, 2.125000, 24.625000, 23.812500
30648185814, 2.125000, 24.625000, 23.812500
30651065814, 2.125000, 24.625000, 23.812500
30653945814, 2.125000, 24.625000, 23.812500
30656825814, 2.125000, 24.625000, 23.750000
30659705814, 2.125000, 24.625000, 23.812500
30662585814, 2.125000, 24.687500, 23.812500
30665465814, 2.125000, 24.625000, 23.812500
30668345814, 2.125000, 24.687500, 23.812500
30671225814, 2.125000, 24.625000, 23.812500
30674105814, 2.125000, 24.625000, 23.812500
30676985814, 2.125000, 24.687500, 23.812500
30679865814, 2.125000, 24.687500, 23.812500
30682745814, 2.125000, 24.687500, 23.812500
30685625814, 2.125000, 24.687500, 23.812500
30688505814, 2.125000, 24.687500, 23.812500
30691385814, 2.125000, 24.687500, 23.812500
30694265814, 2.125000, 24.687500, 23.812500
30697145814, 2.125000, 24.687500, 23.812500
30700025814, 2.125000, 24.687500, 23.812500
30702905814, 2.125000, 24.687500, 23.812500
30705785814, 2.125000, 24.687500, 23.812500
30708665814, 2.125000, 24.687500, 23.812500
30711545814, 2.125000, 24.687500, 23.812500
30714425814, 2.187500, 24.625000, 23.812500
30717305814, 2.125000, 24.625000, 23.812500
30720185814, 2.125000, 24.625000, 23.812500
30723065814, 2.125000, 24.625000, 23.812500
30725945814, 2.125000, 24.687500, 23.812500
30728825814, 2.187500, 24.625000, 23.812500
30731705814, 2.125000, 24.625000, 23.812500
30734585814, 2.125000, 24.687500, 23.812500
30737465814, 2.125000, 24.625000, 23.812500
30740345814, 2.125000, 24.625000, 23.812500
30743225814, 2.125000, 24.625000, 23.812500
30746105814, 2.125000, 24.625000, 23.812500
30748985814, 2.125000, 24.625000, 23.812500
30751865814, 2.125000, 24.625000, 23.812500
30754745814, 2.125000, 24.625000, 23.812500
30757625814, 2.187500, 24.625000, 23.812500
30760505814, 2.187500, 24.687500, 23.812500
30763385814, 2.125000, 24.687500, 23.812500
30766265814, 2.125000, 24.687500, 23.812500
30769145814, 2.125000, 24.625000, 23.812500
30772025814, 2.187500, 24.687500, 23.812500
30774905814, 2.125000, 24.687500, 23.812500
30777785814, 2.125000, 24.687500, 23.812500
30780665814, 2.125000, 24.687500, 23.812500
30783545814, 2.125000, 24.687500, 23.812500
30786425814, 2.125000, 24.625000, 23.812500
30789305814, 2.125000, 24.687500, 23.812500
30792185814, 2.125000, 24.687500, 23.812500
30795065814, 2.187500, 24.687500, 23.812500
30797945814, 2.187500, 24.687500, 23.812500
30800825814, 2.125000, 24.687500, 23.812500
30803705814, 2.125000, 24.687500, 23.812500
30806585814, 2.187500, 24.687500, 23.812500
30809465814, 2.125000, 24.687500, 23.812500
30812345814, 2.187500, 24.687500, 23.812500
30815225814, 2.125000, 24.687500, 23.812500
30818105814, 2.125000, 24.687500, 23.812500
30820985814, 2.187500, 24.687500, 23.812500
30823865814, 2.125000, 24.687500, 23.812500
30826745814, 2.125000, 24.687500, 23.812500
30829625814, 2.187500, 24.687500, 23.812500
30832505814, 2.187500, 24.687500, 23.812500
30835385814, 2.187500, 24.687500, 23.812500
30838265814, 2.125000, 24.687500, 23.812500
30841145814, 2.125000, 24.687500, 23.812500
30844025814, 2.125000, 24.687500, 23.812500
30846905814, 2.125000, 24.687500, 23.812500
30849785814, 2.187500, 24.687500, 23.812500
30852665814, 2.125000, 24.687500, 23.812500
30855545814, 2.187500, 24.687500, 23.812500
30858425814, 2.125000, 24.687500, 23.812500
30861305814, 2.187500, 24.687500, 23.812500
30864185814, 2.187500, 24.687500, 23.812500
30867065814, 2.187500, 24.687500, 23.875000
30869945814, 2.187500, 24.687500, 23.812500
30872825814, 2.187500, 24.687500, 23.875000
30875705814, 2.125000, 24.687500, 23.875000
30878585814, 2.187500, 24.687500, 23.812500
30881465814, 2.125000, 24.687500, 23.812500
30884345814, 2.125000, 24.687500, 23.875000
30887225814, 2.187500, 24.687500, 23.812500
30890105814, 2.187500, 24.687500, 23.875000
30892985814, 2.187500, 24.687500, 23.875000
30895865814, 2.187500, 24.687500, 23.812500
30898745814, 2.187500, 24.687500, 23.875000
30901625814, 2.187500, 24.687500, 23.875000
30904505814, 2.187500, 24.687500, 23.812500
30907385814, 2.187500, 24.687500, 23.875000
30910265814, 2.187500, 24.687500, 23.875000
30913145814, 2.187500, 24.687500, 23.875000
30916025814, 2.187500, 24.687500, 23.875000
30918905814, 2.187500, 24.687500, 23.875000
30921785814, 2.187500, 24.687500, 23.875000
30924665814, 2.187500, 24.687500, 23.875000
30927545814, 2.125000, 24.687500, 23.875000
30930425814, 2.187500, 24.687500, 23.875000
30933305814, 2.187500, 24.687500, 23.875000
30936185814, 2.187500, 24.687500, 23.875000
30939065814, 2.187500, 24.687500, 23.875000
30941945814, 2.187500, 24.687500, 23.875000
30944825814, 2.187500, 24.687500, 23.875000
30947705814, 2.187500, 24.687500, 23.875000
30950585814, 2.187500, 24.687500, 23.875000
30953465814, 2.187500, 24.687500, 23.875000
30956345814, 2.187500, 24.687500, 23.875000
30959225814, 2.187500, 24.687500, 23.875000
30962105814, 2.187500, 24.687500, 23.875000
30964985814, 2.125000, 24.687500, 23.875000
30967865814, 2.187500, 24.687500, 23.875000
30970745814, 2.187500, 24.687500, 23.875000
30973625814, 2.187500, 24.687500, 23.875000
30976505814, 2.187500, 24.687500, 23.875000
30979385814, 2.187500, 24.687500, 23.875000
30982265814, 2.187500, 24.687500, 23.875000
30985145814, 2.187500, 24.687500, 23.875000
30988025814, 2.187500, 24.687500, 23.875000
30990905814, 2.187500, 24.687500, 23.875000
30993785814, 2.187500, 24.687500, 23.875000
30996665814, 2.125000, 24.687500, 23.875000
30999545814, 2.187500, 24.687500, 23.875000
31002425814, 2.187500, 24.687500, 23.875000
31005305814, 2.125000, 24.687500, 23.875000
31008185814, 2.187500, 24.687500, 23.875000
31011065814, 2.187500, 24.687500, 23.875000
31013945814, 2.187500, 24.687500, 23.875000
31016825814, 2.187500, 24.687500, 23.875000
31019705814, 2.187500, 24.687500, 23.875000
31022585814, 2.187500, 24.687500, 23.875000
31025465814, 2.187500, 24.687500, 23.875000
31028345814, 2.187500, 24.687500, 23.875000
31031225814, 2.187500, 24.687500, 23.875000
31034105814, 2.187500, 24.687500, 23.875000
31036985814, 2.187500, 24.687500, 23.875000
31039865814, 2.187500, 24.687500, 23.875000
31042745814, 2.187500, 24.687500, 23.875000
31045625814, 2.187500, 24.687500, 23.875000
31048505814, 2.187500, 24.687500, 23.875000
31051385814, 2.187500, 24.750000, 23.875000
31054265814, 2.187500, 24.687500, 23.875000
31057145814, 2.187500, 24.687500, 23.875000
31060025814, 2.187500, 24.750000, 23.875000
31062905814, 2.187500, 24.687500, 23.875000
31065785814, 2.187500, 24.750000, 23.875000
31068665814, 2.125000, 24.687500, 23.875000
31071545814, 2.187500, 24.750000, 23.875000
31074425814, 2.187500, 24.750000, 23.875000
31077305814, 2.187500, 24.750000, 23.875000
31080185814, 2.187500, 24.750000, 23.875000
31083065814, 2.187500, 24.750000, 23.875000
31085945814, 2.187500, 24.687500, 23.875000
31088825814, 2.187500, 24.750000, 23.875000
31091705814, 2.187500, 24.750000, 23.875000
31094585814, 2.187500, 24.750000, 23.875000
31097465814, 2.187500, 24.750000, 23.875000
31100345814, 2.187500, 24.750000, 23.875000
31103225814, 2.187500, 24.750000, 23.875000
31106105814, 2.187500, 24.750000, 23.875000
31108985814, 2.187500, 24.750000, 23.875000
31111865814, 2.187500, 24.750000, 23.875000
31114745814, 2.187500, 24.750000, 23.875000
31117625814, 2.187500, 24.750000, 23.875000
31120505814, 2.187500, 24.750000, 23.875000
31123385814, 2.187500, 24.750000, 23.875000
31126265814, 2.187500, 24.750000, 23.875000
31129145814, 2.187500, 24.750000, 23.875000
31132025814, 2.187500, 24.750000, 23.875000
31134905814, 2.187500, 24.750000, 23.937500
31137785814, 2.187500, 24.750000, 23.875000
31140665814, 2.187500, 24.750000, 23.875000
31143545814, 2.187500, 24.750000, 23.875000
31146425814, 2.187500, 24.750000, 23.875000
31149305814, 2.187500, 24.750000, 23.937500
31152185814, 2.187500, 24.750000, 23.875000
31155065814, 85.000000, 85.000000, 23.937500
31157935814, 2.187500, 24.750000, 23.937500
31160815814, 2.187500, 24.750000, 23.875000
31163695814, 2.187500, 24.750000, 23.875000
31166575814, 2.187500, 24.750000, 23.937500
31169455814, 2.187500, 24.750000, 23.937500
31172335814, 2.187500, 24.750000, 23.937500
31175215814, 2.187500, 24.750000, 23.937500
31178095814, 2.187500, 24.750000, 23.937500
31180975814, 2.187500, 24.750000, 23.937500
31183855814, 2.187500, 24.750000, 23.937500
31186735814, 2.187500, 24.750000, 23.937500
31189615814, 2.187500, 24.750000, 23.937500
31192495814, 2.187500, 24.750000, 23.937500
31195375814, 2.187500, 24.750000, 23.937500
31198255814, 2.187500, 24.750000, 23.937500
31201135814, 2.187500, 24.750000, 23.937500
31204015814, 2.187500, 24.750000, 23.937500
31206895814, 2.187500, 24.750000, 23.937500
31209775814, 2.187500, 24.750000, 23.937500
31212655814, 2.187500, 24.750000, 23.937500
31215535814, 2.187500, 24.750000, 23.937500
31218415814, 2.187500, 24.750000, 23.937500
31221295814, 2.187500, 24.750000, 23.937500
31224175814, 2.187500, 24.750000, 23.937500
31227055814, 2.187500, 24.750000, 23.937500
31229935814, 2.250000, 24.750000, 23.937500
31232815814, 2.187500, 24.750000, 23.937500
31235695814, 2.187500, 24.750000, 23.937500
31238575814, 2.187500, 24.750000, 23.937500
31241455814, 2.187500, 24.750000, 23.937500
31244335814, 2.187500, 24.750000, 23.937500
31247215814, 2.187500, 24.750000, 23.937500
31250095814, 2.187500, 24.750000, 23.937500
31252975814, 2.187500, 24.750000, 23.937500
31255855814, 2.187500, 24.812500, 23.937500
31258735814, 2.187500, 24.812500, 23.937500
31261615814, 2.187500, 24.812500, 23.937500
31264495814, 2.187500, 24.812500, 23.937500
31267375814, 2.187500, 24.812500, 23.937500
31270255814, 2.187500, 24.750000, 23.937500
31273135814, 2.187500, 24.812500, 23.937500
31276015814, 2.187500, 24.750000, 23.937500
31278895814, 2.187500, 24.750000, 23.937500
31281775814, 2.187500, 24.750000, 23.937500
31284655814, 2.187500, 24.750000, 23.937500
31287535814, 2.187500, 24.750000, 23.937500
31290415814, 2.187500, 24.812500, 23.937500
31293295814, 2.187500, 24.812500, 23.937500
31296175814, 2.187500, 24.812500, 23.937500
31299055814, 2.187500, 24.750000, 23.937500
31301935814, 2.187500, 24.812500, 23.937500
31304815814, 2.187500, 24.750000, 23.937500
31307695814, 2.187500, 24.812500, 23.937500
31310575814, 2.187500, 24.812500, 23.937500
31313455814, 2.187500, 24.812500, 23.937500
31316335814, 2.187500, 24.812500, 23.937500
31319215814, 2.187500, 24.812500, 23.937500
31322095814, 2.187500, 24.812500, 23.937500
31324975814, 2.187500, 24.812500, 23.937500
31327855814, 2.187500, 24.812500, 23.937500
31330735814, 2.187500, 24.812500, 23.937500
31333615814, 2.187500, 24.812500, 23.937500
31336495814, 2.187500, 24.812500, 23.937500
31339375814, 2.187500, 24.812500, 23.937500
31342255814, 2.187500, 24.812500, 23.937500
31345135814, 2.187500, 24.812500, 23.937500
31348015814, 2.187500, 24.812500, 23.937500
31350895814, 2.250000, 24.812500, 23.937500
31353775814, 2.187500, 24.812500, 23.937500
31356655814, 2.187500, 24.812500, 23.937500
31359535814, 2.187500, 24.812500, 23.937500
31362415814, 2.187500, 24.812500, 23.937500
31365295814, 2.250000, 24.812500, 23.937500
31368175814, 2.187500, 24.812500, 23.937500
31371055814, 2.187500, 24.812500, 23.937500
31373935814, 2.187500, 24.812500, 23.937500
31376815814, 2.187500, 24.812500, 23.937500
31379695814, 2.187500, 24.812500, 23.937500
31382575814, 2.187500, 24.812500, 23.937500
31385455814, 2.187500, 24.812500, 23.937500
31388335814, 2.187500, 24.812500, 23.937500
31391215814, 2.187500, 24.812500, 23.937500
31394095814, 2.187500, 24.812500, 23.937500
31396975814, 2.187500, 24.812500, 23.937500
31399855814, 2.187500, 24.812500, 23.937500
31402735814, 2.250000, 24.812500, 23.937500
31405615814, 2.187500, 24.812500, 23.937500
31408495814, 2.250000, 24.812500, 24.000000
31411375814, 2.187500, 24.812500, 23.937500
31414255814, 2.187500, 24.812500, 24.000000
31417135814, 2.187500, 24.812500, 24.000000
31420015814, 2.187500, 24.812500, 24.000000
31422895814, 2.187500, 24.812500, 23.937500
31425775814, 2.187500, 24.812500, 24.000000
31428655814, 2.187500, 24.812500, 24.000000
31431535814, 2.187500, 24.812500, 24.000000
31434415814, 2.187500, 24.812500, 24.000000
31437295814, 2.187500, 24.812500, 24.000000
31440175814, 2.187500, 24.812500, 24.000000
31443055814, 2.250000, 24.812500, 24.000000
31445935814, 2.187500, 24.812500, 24.000000
31448815814, 2.187500, 24.812500, 24.000000
31451695814, 2.187500, 24.812500, 24.000000
31454575814, 2.187500, 24.812500, 24.000000
31457455814, 2.187500, 24.812500, 24.000000
31460335814, 2.187500, 24.812500, 24.000000
31463215814, 2.187500, 24.812500, 24.000000
31466095814, 2.187500, 24.812500, 24.000000
31468975814, 2.187500, 24.812500, 24.000000
31471855814, 2.187500, 24.812500, 24.000000
31474735814, 2.250000, 24.812500, 24.000000
31477615814, 2.187500, 24.812500, 24.000000
31480495814, 2.187500, 24.812500, 24.000000
31483375814, 2.187500, 24.812500, 24.000000
31486255814, 2.187500, 24.812500, 24.000000
31489135814, 2.187500, 24.812500, 24.000000
31492015814, 2.187500, 24.812500, 24.000000
31494895814, 2.187500, 24.812500, 24.000000
31497775814, 2.187500, 24.812500, 24.000000
31500655814, 2.250000, 24.812500, 24.000000
31503535814, 2.250000, 24.812500, 24.000000
31506415814, 2.187500, 24.812500, 24.000000
31509295814, 2.250000, 24.812500, 24.000000
31512175814, 2.187500, 24.812500, 24.000000
31515055814, 2.187500, 24.812500, 24.000000
31517935814, 2.187500, 24.812500, 24.000000
31520815814, 2.250000, 24.812500, 24.000000
31523695814, 2.187500, 24.812500, 24.000000
31526575814, 2.250000, 24.875000, 24.000000
31529455814, 85.000000, 85.000000, 85.000000
31532325814, 2.250000, 24.875000, 24.000000
31535205814, 2.187500, 24.875000, 24.000000
31538085814, 2.250000, 24.812500, 24.000000
31540965814, 2.250000, 24.875000, 24.000000
31543845814, 2.250000, 24.875000, 24.000000
31546725814, 2.187500, 24.875000, 24.000000
31549605814, 2.250000, 24.875000, 24.000000
31552485814, 2.250000, 24.875000, 24.000000
31555365814, 2.250000, 24.875000, 24.000000
31558245814, 2.250000, 24.875000, 24.000000
31561125814, 2.250000, 24.875000, 24.000000
31564005814, 2.187500, 24.875000, 24.000000
31566885814, 2.187500, 24.875000, 24.000000
31569765814, 2.187500, 24.875000, 24.000000
31572645814, 2.187500, 24.875000, 24.000000
31575525814, 2.250000, 24.875000, 24.000000
31578405814, 2.250000, 24.875000, 24.000000
31581285814, 2.187500, 24.875000, 24.000000
31584165814, 2.250000, 24.875000, 24.000000
31587045814, 2.187500, 24.875000, 24.000000
31589925814, 2.250000, 24.875000, 24.000000
31592805814, 2.187500, 24.875000, 24.000000
31595685814, 2.187500, 24.875000, 24.000000
31598565814, 2.250000, 24.875000, 24.000000
31601445814, 2.250000, 24.875000, 24.000000
31604325814, 2.250000, 24.875000, 24.000000
31607205814, 2.250000, 24.875000, 24.000000
31610085814, 2.250000, 24.875000, 24.000000
31612965814, 2.187500, 24.875000, 24.000000
31615845814, 2.250000, 24.875000, 24.000000
31618725814, 2.250000, 24.875000, 24.000000
31621605814, 2.250000, 24.875000, 24.000000
31624485814, 2.250000, 24.875000, 24.000000
31627365814, 2.187500, 24.875000, 24.000000
31630245814, 2.187500, 24.875000, 24.062500
31633125814, 2.250000, 24.875000, 24.000000
31636005814, 2.250000, 24.875000, 24.000000
31638885814, 2.187500, 24.875000, 24.000000
31641765814, 2.250000, 24.875000, 24.000000
31644645814, 2.250000, 24.875000, 24.000000
31647525814, 85.000000, 85.000000, 24.000000
31650395814, 2.250000, 24.875000, 24.000000
31653275814, 2.250000, 24.875000, 24.000000
31656155814, 2.187500, 24.875000, 24.000000
31659035814, 2.250000, 24.875000, 24.000000
31661915814, 2.250000, 24.875000, 24.000000
31664795814, 2.250000, 24.875000, 24.000000
31667675814, 2.187500, 24.875000, 24.062500
31670555814, 2.250000, 24.875000, 24.062500
31673435814, 2.187500, 24.875000, 24.000000
31676315814, 2.250000, 24.875000, 24.062500
31679195814, 2.250000, 24.875000, 24.062500
31682075814, 2.250000, 24.875000, 24.062500
31684955814, 2.250000, 24.875000, 24.000000
31687835814, 2.250000, 24.875000, 24.062500
31690715814, 2.250000, 24.875000, 24.062500
31693595814, 2.250000, 24.875000, 24.062500
31696475814, 2.250000, 24.875000, 24.062500
31699355814, 2.250000, 24.875000, 24.000000
