time(us), stanley, env, control
68710125814, 12.750000, 24.937500, 24.062500
68713005814, 12.750000, 24.937500, 24.062500
68715885814, 12.750000, 24.937500, 24.062500
68718765814, 12.750000, 24.937500, 24.062500
68721645814, 12.750000, 24.937500, 24.062500
68724525814, 12.750000, 24.937500, 24.062500
68727405814, 12.750000, 24.937500, 24.062500
68730285814, 12.750000, 24.937500, 24.062500
68733165814, 12.750000, 24.937500, 24.062500
68736045814, 12.750000, 24.937500, 24.062500
68738925814, 12.750000, 24.937500, 24.062500
68741805814, 12.750000, 24.937500, 24.062500
68744685814, 12.750000, 24.937500, 24.062500
68747565814, 12.750000, 24.937500, 24.062500
68750445814, 12.750000, 24.937500, 24.062500
68753325814, 12.750000, 24.937500, 24.062500
68756205814, 12.750000, 24.937500, 24.062500
68759085814, 12.750000, 24.937500, 24.062500
68761965814, 12.750000, 24.937500, 24.062500
68764845814, 12.750000, 24.937500, 24.062500
68767725814, 12.750000, 24.937500, 24.062500
68770605814, 12.750000, 24.937500, 24.062500
68773485814, 12.750000, 24.937500, 24.062500
68776365814, 12.750000, 24.937500, 24.062500
68779245814, 12.750000, 24.937500, 24.062500
68782125814, 12.750000, 24.937500, 24.062500
68785005814, 12.750000, 24.937500, 24.062500
68787885814, 12.812500, 24.937500, 24.062500
68790765814, 12.750000, 24.937500, 24.062500
68793645814, 12.750000, 24.937500, 24.062500
68796525814, 12.750000, 24.937500, 24.062500
68799405814, 12.812500, 24.937500, 24.062500
68802285814, 12.750000, 24.937500, 24.062500
68805165814, 12.812500, 24.937500, 24.062500
68808045814, 12.750000, 24.937500, 24.062500
68810925814, 12.750000, 24.937500, 24.062500
68813805814, 12.812500, 24.937500, 24.062500
68816685814, 12.812500, 24.937500, 24.062500
68819565814, 12.812500, 24.937500, 24.062500
68822445814, 12.750000, 24.937500, 24.062500
68825325814, 12.750000, 24.937500, 24.062500
68828205814, 12.812500, 24.937500, 24.062500
68831085814, 12.812500, 24.937500, 24.062500
68833965814, 12.750000, 24.937500, 24.062500
68836845814, 12.750000, 24.937500, 24.062500
68839725814, 12.750000, 24.937500, 24.062500
68842605814, 12.812500, 24.937500, 24.062500
68845485814, 12.812500, 24.937500, 24.062500
68848365814, 12.812500, 24.937500, 24.062500
68851245814, 12.812500, 24.937500, 24.062500
68854125814, 12.812500, 24.937500, 24.062500
68857005814, 12.812500, 24.937500, 24.062500
68859885814, 12.812500, 24.937500, 24.062500
68862765814, 12.812500, 24.937500, 24.062500
68865645814, 12.750000, 24.937500, 24.062500
68868525814, 12.750000, 24.937500, 24.062500
68871405814, 12.812500, 24.937500, 24.062500
68874285814, 12.812500, 24.937500, 24.062500
68877165814, 12.812500, 24.937500, 24.062500
68880045814, 12.812500, 24.937500, 24.062500
68882925814, 12.812500, 24.937500, 24.062500
68885805814, 12.812500, 24.937500, 24.062500
68888685814, 12.812500, 24.937500, 24.062500
68891565814, 12.812500, 24.937500, 24.062500
68894445814, 12.812500, 24.937500, 24.062500
68897325814, 12.812500, 24.937500, 24.062500
68900205814, 12.812500, 24.937500, 24.062500
68903085814, 12.812500, 24.937500, 24.062500
68905965814, 12.812500, 24.937500, 24.062500
68908845814, 12.812500, 24.937500, 24.062500
68911725814, 12.812500, 24.937500, 24.062500
68914605814, 12.812500, 24.937500, 24.062500
68917485814, 12.812500, 24.937500, 24.062500
68920365814, 12.812500, 24.937500, 24.062500
68923245814, 12.812500, 24.937500, 24.062500
68926125814, 12.812500, 24.937500, 24.062500
68929005814, 12.812500, 24.937500, 24.062500
68931885814, 12.812500, 24.937500, 24.062500
68934765814, 12.812500, 24.937500, 24.062500
68937645814, 12.812500, 24.937500, 24.062500
68940525814, 12.812500, 24.937500, 24.062500
68943405814, 12.812500, 24.937500, 24.062500
68946285814, 12.812500, 24.937500, 24.062500
68949165814, 12.812500, 24.937500, 24.062500
68952045814, 12.812500, 24.937500, 24.062500
68954925814, 12.812500, 24.937500, 24.062500
68957805814, 12.875000, 24.937500, 24.062500
68960685814, 12.812500, 24.937500, 24.062500
68963565814, 12.812500, 24.937500, 24.062500
68966445814, 12.812500, 24.937500, 24.062500
68969325814, 12.812500, 24.937500, 24.062500
68972205814, 12.812500, 24.937500, 24.062500
68975085814, 12.812500, 24.937500, 24.062500
68977965814, 12.812500, 24.937500, 24.062500
68980845814, 12.812500, 24.937500, 24.062500
68983725814, 12.875000, 24.937500, 24.062500
68986605814, 12.812500, 24.937500, 24.062500
68989485814, 12.812500, 24.937500, 24.062500
68992365814, 12.875000, 24.937500, 24.062500
68995245814, 12.812500, 24.937500, 24.062500
68998125814, 12.812500, 24.937500, 24.062500
69001005814, 12.812500, 24.937500, 24.062500
69003885814, 12.875000, 24.937500, 24.062500
69006765814, 12.875000, 24.937500, 24.062500
69009645814, 12.812500, 24.937500, 24.062500
69012525814, 12.875000, 24.937500, 24.062500
69015405814, 12.812500, 24.937500, 24.062500
69018285814, 12.812500, 24.937500, 24.062500
69021165814, 12.875000, 24.937500, 24.062500
69024045814, 12.875000, 24.937500, 24.062500
69026925814, 12.875000, 24.937500, 24.062500
69029805814, 12.875000, 24.937500, 24.062500
69032685814, 12.812500, 24.937500, 24.062500
69035565814, 12.875000, 24.937500, 24.062500
69038445814, 12.875000, 24.937500, 24.062500
69041325814, 12.875000, 24.937500, 24.062500
69044205814, 12.812500, 24.937500, 24.062500
69047085814, 12.875000, 24.937500, 24.062500
69049965814, 12.812500, 24.937500, 24.062500
69052845814, 12.875000, 24.937500, 24.062500
69055725814, 12.875000, 24.937500, 24.062500
69058605814, 12.875000, 24.937500, 24.062500
69061485814, 12.875000, 24.937500, 24.062500
69064365814, 12.875000, 24.937500, 24.062500
69067245814, 12.875000, 24.937500, 24.062500
69070125814, 12.875000, 24.937500, 24.062500
69073005814, 12.812500, 24.937500, 24.062500
69075885814, 12.875000, 24.937500, 24.062500
69078765814, 12.875000, 24.937500, 24.062500
69081645814, 12.875000, 24.937500, 24.062500
69084525814, 12.875000, 24.937500, 24.062500
69087405814, 12.875000, 24.937500, 24.062500
69090285814, 12.875000, 24.937500, 24.062500
69093165814, 12.875000, 24.937500, 24.062500
69096045814, 12.875000, 24.937500, 24.062500
69098925814, 12.875000, 24.937500, 24.062500
69101805814, 12.875000, 24.937500, 24.062500
69104685814, 12.875000, 24.937500, 24.062500
69107565814, 12.875000, 24.937500, 24.062500
69110445814, 12.875000, 24.937500, 24.062500
69113325814, 12.875000, 24.937500, 24.062500
69116205814, 12.875000, 24.937500, 24.062500
69119085814, 12.875000, 24.937500, 24.062500
69121965814, 12.875000, 24.937500, 24.062500
69124845814, 12.875000, 24.937500, 24.062500
69127725814, 12.875000, 24.937500, 24.062500
69130605814, 12.875000, 24.937500, 24.062500
69133485814, 12.875000, 24.937500, 24.062500
69136365814, 12.875000, 24.937500, 24.062500
69139245814, 12.875000, 24.937500, 24.062500
69142125814, 12.875000, 24.937500, 24.062500
69145005814, 12.875000, 24.937500, 24.062500
69147885814, 12.875000, 24.937500, 24.062500
69150765814, 12.875000, 24.937500, 24.062500
69153645814, 12.875000, 24.937500, 24.062500
69156525814, 12.875000, 24.937500, 24.062500
69159405814, 12.875000, 24.937500, 24.062500
69162285814, 12.875000, 24.937500, 24.062500
69165165814, 12.875000, 24.937500, 24.062500
69168045814, 12.875000, 24.937500, 24.062500
69170925814, 12.875000, 24.937500, 24.062500
69173805814, 12.875000, 24.937500, 24.062500
69176685814, 12.875000, 24.937500, 24.062500
69179565814, 12.875000, 24.937500, 24.062500
69182445814, 12.875000, 24.937500, 24.062500
69185325814, 12.937500, 24.937500, 24.062500
69188205814, 12.875000, 24.937500, 24.062500
69191085814, 12.875000, 24.937500, 24.062500
69193965814, 12.875000, 24.937500, 24.062500
69196845814, 12.875000, 24.937500, 24.062500
69199725814, 12.875000, 24.937500, 24.062500
69202605814, 12.875000, 24.937500, 24.062500
69205485814, 12.875000, 24.937500, 24.062500
69208365814, 12.937500, 24.937500, 24.062500
69211245814, 12.937500, 24.937500, 24.062500
69214125814, 12.875000, 24.937500, 24.062500
69217005814, 12.937500, 24.937500, 24.062500
69219885814, 12.937500, 24.937500, 24.062500
69222765814, 12.937500, 25.000000, 24.062500
69225645814, 12.875000, 24.937500, 24.062500
69228525814, 12.875000, 24.937500, 24.062500
69231405814, 12.937500, 24.937500, 24.062500
69234285814, 12.937500, 24.937500, 24.062500
69237165814, 12.937500, 24.937500, 24.062500
69240045814, 12.875000, 24.937500, 24.062500
69242925814, 12.937500, 24.937500, 24.062500
69245805814, 12.937500, 24.937500, 24.062500
69248685814, 12.937500, 24.937500, 24.062500
69251565814, 12.937500, 24.937500, 24.062500
69254445814, 12.937500, 24.937500, 24.062500
69257325814, 12.937500, 25.000000, 24.062500
69260205814, 12.937500, 24.937500, 24.062500
69263085814, 12.937500, 24.937500, 24.062500
69265965814, 12.937500, 25.000000, 24.062500
69268845814, 12.937500, 25.000000, 24.062500
69271725814, 12.937500, 24.937500, 24.062500
69274605814, 12.937500, 24.937500, 24.062500
69277485814, 12.937500, 25.000000, 24.062500
69280365814, 12.937500, 24.937500, 24.062500
69283245814, 12.937500, 24.937500, 24.062500
69286125814, 12.937500, 24.937500, 24.062500
69289005814, 12.937500, 25.000000, 24.062500
69291885814, 12.937500, 24.937500, 24.062500
69294765814, 12.937500, 24.937500, 24.062500
69297645814, 12.937500, 25.000000, 24.062500
69300525814, 12.937500, 25.000000, 24.062500
69303405814, 12.937500, 24.937500, 24.062500
69306285814, 12.937500, 25.000000, 24.062500
69309165814, 12.937500, 24.937500, 24.062500
69312045814, 12.937500, 24.937500, 24.062500
69314925814, 12.937500, 24.937500, 24.062500
69317805814, 12.937500, 24.937500, 24.062500
69320685814, 12.937500, 24.937500, 24.062500
69323565814, 12.937500, 24.937500, 24.062500
69326445814, 12.937500, 25.000000, 24.062500
69329325814, 12.937500, 24.937500, 24.062500
69332205814, 12.937500, 25.000000, 24.062500
69335085814, 12.937500, 24.937500, 24.062500
69337965814, 12.937500, 24.937500, 24.062500
69340845814, 12.937500, 24.937500, 24.062500
69343725814, 12.937500, 24.937500, 24.062500
69346605814, 12.937500, 24.937500, 24.062500
69349485814, 12.937500, 24.937500, 24.062500
69352365814, 12.937500, 25.000000, 24.062500
69355245814, 12.937500, 24.937500, 24.062500
69358125814, 12.937500, 24.937500, 24.062500
69361005814, 13.000000, 24.937500, 24.062500
69363885814, 12.937500, 24.937500, 24.062500
69366765814, 12.937500, 25.000000, 24.062500
69369645814, 12.937500, 24.937500, 24.062500
69372525814, 12.937500, 24.937500, 24.062500
69375405814, 12.937500, 25.000000, 24.062500
69378285814, 12.937500, 24.937500, 24.062500
69381165814, 12.937500, 24.937500, 24.062500
69384045814, 12.937500, 24.937500, 24.062500
69386925814, 12.937500, 24.937500, 24.062500
69389805814, 12.937500, 24.937500, 24.062500
69392685814, 12.937500, 24.937500, 24.062500
69395565814, 12.937500, 24.937500, 24.062500
69398445814, 12.937500, 24.937500, 24.062500
69401325814, 13.000000, 24.937500, 24.062500
69404205814, 12.937500, 24.937500, 24.062500
69407085814, 13.000000, 24.937500, 24.062500
69409965814, 13.000000, 24.937500, 24.062500
69412845814, 12.937500, 24.937500, 24.062500
69415725814, 12.937500, 24.937500, 24.062500
69418605814, 12.937500, 24.937500, 24.062500
69421485814, 12.937500, 24.937500, 24.062500
69424365814, 12.937500, 24.937500, 24.062500
69427245814, 12.937500, 24.937500, 24.062500
69430125814, 12.937500, 24.937500, 24.062500
69433005814, 13.000000, 24.937500, 24.062500
69435885814, 12.937500, 24.937500, 24.062500
69438765814, 12.937500, 24.937500, 24.062500
69441645814, 13.000000, 24.937500, 24.062500
69444525814, 13.000000, 24.937500, 24.062500
69447405814, 13.000000, 24.937500, 24.062500
69450285814, 13.000000, 24.937500, 24.062500
69453165814, 13.000000, 24.937500, 24.062500
69456045814, 13.000000, 24.937500, 24.062500
69458925814, 13.000000, 24.937500, 24.062500
69461805814, 13.000000, 24.937500, 24.062500
69464685814, 13.000000, 24.937500, 24.062500
69467565814, 13.000000, 24.937500, 24.062500
69470445814, 13.000000, 24.937500, 24.062500
69473325814, 13.000000, 24.937500, 24.062500
69476205814, 13.000000, 24.937500, 24.062500
69479085814, 13.000000, 24.937500, 24.062500
69481965814, 13.000000, 24.937500, 24.062500
69484845814, 13.000000, 24.937500, 24.062500
69487725814, 13.000000, 24.937500, 24.062500
69490605814, 13.000000, 24.937500, 24.062500
69493485814, 13.000000, 24.937500, 24.062500
69496365814, 13.000000, 24.937500, 24.062500
69499245814, 13.000000, 24.937500, 24.062500
69502125814, 13.000000, 24.937500, 24.062500
69505005814, 13.000000, 24.937500, 24.062500
69507885814, 13.000000, 24.937500, 24.062500
69510765814, 13.000000, 24.937500, 24.062500
69513645814, 13.000000, 24.937500, 24.062500
69516525814, 13.000000, 24.937500, 24.062500
69519405814, 13.000000, 24.937500, 24.062500
69522285814, 13.000000, 24.937500, 24.062500
69525165814, 13.000000, 24.937500, 24.062500
69528045814, 13.000000, 24.937500, 24.062500
69530925814, 13.000000, 24.937500, 24.062500
69533805814, 13.000000, 24.937500, 24.062500
69536685814, 13.000000, 24.937500, 24.062500
69539565814, 13.000000, 24.937500, 24.062500
69542445814, 13.000000, 24.937500, 24.062500
69545325814, 13.000000, 24.937500, 24.062500
69548205814, 13.000000, 24.937500, 24.062500
69551085814, 13.000000, 24.937500, 24.062500
69553965814, 13.000000, 24.937500, 24.062500
69556845814, 13.000000, 24.937500, 24.062500
69559725814, 13.000000, 24.937500, 24.062500
69562605814, 13.000000, 24.937500, 24.062500
69565485814, 13.000000, 24.937500, 24.062500
69568365814, 13.000000, 24.937500, 24.062500
69571245814, 13.000000, 24.937500, 24.062500
69574125814, 13.000000, 24.937500, 24.062500
69577005814, 13.000000, 24.937500, 24.062500
69579885814, 13.000000, 24.937500, 24.062500
69582765814, 13.000000, 24.937500, 24.062500
69585645814, 13.000000, 24.937500, 24.062500
69588525814, 13.000000, 24.937500, 24.062500
69591405814, 13.000000, 24.937500, 24.062500
69594285814, 13.000000, 24.937500, 24.062500
69597165814, 13.062500, 24.937500, 24.062500
69600045814, 13.000000, 24.937500, 24.062500
69602925814, 13.062500, 24.937500, 24.062500
69605805814, 13.000000, 24.937500, 24.062500
69608685814, 13.000000, 24.937500, 24.062500
69611565814, 13.062500, 24.937500, 24.062500
69614445814, 13.000000, 24.937500, 24.062500
69617325814, 13.000000, 24.937500, 24.062500
69620205814, 13.062500, 24.937500, 24.062500
69623085814, 13.000000, 24.937500, 24.062500
69625965814, 13.062500, 24.937500, 24.062500
69628845814, 13.000000, 24.937500, 24.062500
69631725814, 13.000000, 24.937500, 24.062500
69634605814, 13.000000, 24.937500, 24.062500
69637485814, 13.000000, 24.937500, 24.062500
69640365814, 13.062500, 24.937500, 24.062500
69643245814, 13.062500, 24.937500, 24.062500
69646125814, 13.062500, 24.937500, 24.062500
69649005814, 13.062500, 24.937500, 24.062500
69651885814, 13.062500, 24.937500, 24.062500
69654765814, 13.062500, 24.937500, 24.062500
69657645814, 13.062500, 24.937500, 24.062500
69660525814, 13.000000, 24.937500, 24.062500
69663405814, 13.062500, 24.937500, 24.062500
69666285814, 13.062500, 24.937500, 24.062500
69669165814, 13.062500, 24.937500, 24.062500
69672045814, 13.062500, 24.937500, 24.062500
69674925814, 13.062500, 24.937500, 24.062500
69677805814, 13.062500, 24.937500, 24.062500
69680685814, 13.062500, 24.937500, 24.062500
69683565814, 13.062500, 24.937500, 24.062500
69686445814, 13.062500, 24.937500, 24.062500
69689325814, 13.062500, 24.937500, 24.062500
69692205814, 13.062500, 24.937500, 24.062500
69695085814, 13.062500, 24.937500, 24.062500
69697965814, 13.062500, 24.937500, 24.062500
69700845814, 13.062500, 24.937500, 24.062500
69703725814, 13.062500, 24.937500, 24.062500
69706605814, 13.062500, 24.937500, 24.062500
69709485814, 13.062500, 24.937500, 24.062500
69712365814, 13.062500, 24.937500, 24.062500
69715245814, 13.062500, 24.937500, 24.062500
69718125814, 13.062500, 24.937500, 24.062500
69721005814, 13.062500, 24.937500, 24.062500
69723885814, 13.062500, 24.937500, 24.062500
69726765814, 13.062500, 24.937500, 24.000000
69729645814, 13.062500, 24.937500, 24.062500
69732525814, 13.062500, 24.937500, 24.062500
69735405814, 13.062500, 24.937500, 24.062500
69738285814, 13.062500, 24.937500, 24.062500
69741165814, 13.062500, 24.937500, 24.000000
69744045814, 13.062500, 24.937500, 24.062500
69746925814, 13.062500, 24.937500, 24.062500
69749805814, 13.062500, 24.937500, 24.062500
69752685814, 13.062500, 24.937500, 24.062500
69755565814, 13.062500, 24.937500, 24.062500
69758445814, 13.062500, 24.937500, 24.062500
69761325814, 13.062500, 24.937500, 24.062500
69764205814, 13.062500, 24.937500, 24.062500
69767085814, 13.062500, 24.937500, 24.062500
69769965814, 13.062500, 24.937500, 24.062500
69772845814, 13.062500, 24.937500, 24.062500
69775725814, 13.062500, 24.937500, 24.000000
69778605814, 13.062500, 24.937500, 24.062500
69781485814, 13.062500, 24.937500, 24.062500
69784365814, 13.062500, 24.937500, 24.062500
69787245814, 13.125000, 24.937500, 24.062500
69790125814, 13.062500, 24.937500, 24.062500
69793005814, 13.062500, 24.937500, 24.062500
69795885814, 13.062500, 24.937500, 24.062500
69798765814, 13.062500, 24.937500, 24.062500
69801645814, 13.062500, 24.937500, 24.000000
69804525814, 13.062500, 24.937500, 24.000000
69807405814, 13.062500, 24.937500, 24.062500
69810285814, 13.062500, 24.937500, 24.062500
69813165814, 13.125000, 24.937500, 24.062500
69816045814, 13.062500, 24.937500, 24.062500
69818925814, 13.125000, 24.937500, 24.062500
69821805814, 13.062500, 24.937500, 24.062500
69824685814, 13.062500, 24.937500, 24.062500
69827565814, 13.062500, 24.937500, 24.062500
69830445814, 13.062500, 24.937500, 24.062500
69833325814, 13.062500, 24.937500, 24.000000
69836205814, 13.062500, 24.937500, 24.062500
69839085814, 13.125000, 24.937500, 24.062500
69841965814, 13.125000, 24.937500, 24.062500
69844845814, 13.125000, 24.937500, 24.062500
69847725814, 13.125000, 24.937500, 24.062500
69850605814, 13.125000, 24.937500, 24.062500
69853485814, 13.125000, 24.937500, 24.062500
69856365814, 13.125000, 24.937500, 24.062500
69859245814, 13.125000, 24.937500, 24.062500
69862125814, 13.125000, 24.937500, 24.062500
69865005814, 13.125000, 24.937500, 24.062500
69867885814, 13.125000, 24.937500, 24.062500
69870765814, 13.125000, 24.937500, 24.062500
69873645814, 13.125000, 24.937500, 24.062500
69876525814, 13.125000, 24.937500, 24.062500
69879405814, 13.125000, 24.937500, 24.062500
69882285814, 13.125000, 24.937500, 24.062500
69885165814, 13.125000, 24.937500, 24.000000
69888045814, 13.125000, 24.937500, 24.062500
69890925814, 13.125000, 24.937500, 24.062500
69893805814, 13.125000, 24.937500, 24.062500
69896685814, 13.125000, 24.937500, 24.062500
69899565814, 13.125000, 24.937500, 24.000000
69902445814, 13.125000, 24.937500, 24.062500
69905325814, 13.125000, 24.937500, 24.000000
69908205814, 13.125000, 24.937500, 24.062500
69911085814, 13.125000, 24.937500, 24.062500
69913965814, 13.125000, 24.937500, 24.062500
69916845814, 13.125000, 24.937500, 24.062500
69919725814, 13.125000, 24.937500, 24.062500
69922605814, 13.125000, 24.937500, 24.062500
69925485814, 13.125000, 24.937500, 24.000000
69928365814, 13.125000, 24.937500, 24.062500
69931245814, 13.125000, 24.937500, 24.000000
69934125814, 13.125000, 24.937500, 24.062500
69937005814, 13.125000, 24.937500, 24.062500
69939885814, 13.125000, 24.937500, 24.062500
69942765814, 13.125000, 24.937500, 24.000000
69945645814, 13.125000, 24.937500, 24.062500
69948525814, 13.125000, 24.937500, 24.062500
69951405814, 13.125000, 24.937500, 24.000000
69954285814, 13.125000, 24.937500, 24.062500
69957165814, 13.125000, 24.937500, 24.062500
69960045814, 13.125000, 24.937500, 24.062500
69962925814, 13.125000, 24.937500, 24.062500
69965805814, 13.125000, 24.937500, 24.062500
69968685814, 13.125000, 24.937500, 24.000000
69971565814, 13.125000, 24.937500, 24.000000
69974445814, 13.125000, 24.937500, 24.062500
69977325814, 13.125000, 24.937500, 24.000000
69980205814, 13.187500, 24.937500, 24.062500
69983085814, 13.125000, 24.937500, 24.000000
69985965814, 13.125000, 24.937500, 24.000000
69988845814, 13.125000, 24.937500, 24.062500
69991725814, 13.125000, 24.937500, 24.062500
69994605814, 13.187500, 24.937500, 24.062500
69997485814, 13.125000, 24.937500, 24.062500
70000365814, 13.125000, 24.937500, 24.062500
70003245814, 13.125000, 24.937500, 24.062500
70006125814, 13.125000, 24.937500, 24.000000
70009005814, 13.125000, 24.937500, 24.062500
70011885814, 13.187500, 24.937500, 24.062500
70014765814, 13.125000, 24.937500, 24.000000
70017645814, 13.187500, 24.937500, 24.062500
70020525814, 13.187500, 24.937500, 24.062500
70023405814, 13.125000, 24.937500, 24.062500
70026285814, 13.125000, 24.937500, 24.062500
70029165814, 13.187500, 24.937500, 24.062500
70032045814, 13.187500, 24.937500, 24.000000
70034925814, 13.125000, 24.937500, 24.062500
70037805814, 13.187500, 24.937500, 24.062500
70040685814, 13.125000, 24.937500, 24.000000
70043565814, 13.187500, 24.937500, 24.062500
70046445814, 13.187500, 24.937500, 24.062500
70049325814, 13.187500, 24.937500, 24.062500
70052205814, 13.125000, 24.937500, 24.000000
70055085814, 13.187500, 24.937500, 24.062500
70057965814, 13.187500, 24.937500, 24.000000
70060845814, 13.187500, 24.937500, 24.062500
70063725814, 13.187500, 24.937500, 24.000000
70066605814, 13.187500, 24.937500, 24.000000
70069485814, 13.187500, 24.937500, 24.062500
70072365814, 13.187500, 24.937500, 24.000000
70075245814, 13.187500, 24.937500, 24.062500
70078125814, 13.125000, 24.937500, 24.000000
70081005814, 13.187500, 24.937500, 24.062500
70083885814, 13.187500, 24.937500, 24.062500
70086765814, 13.187500, 24.937500, 24.062500
70089645814, 13.187500, 24.937500, 24.062500
70092525814, 13.187500, 24.937500, 24.000000
70095405814, 13.187500, 24.937500, 24.000000
70098285814, 13.187500, 24.937500, 24.062500
70101165814, 13.187500, 24.937500, 24.000000
70104045814, 13.187500, 24.937500, 24.000000
70106925814, 13.187500, 24.937500, 24.000000
70109805814, 13.187500, 24.937500, 24.000000
70112685814, 13.187500, 24.937500, 24.000000
70115565814, 13.187500, 24.937500, 24.000000
70118445814, 13.187500, 24.937500, 24.062500
70121325814, 13.187500, 24.937500, 24.000000
70124205814, 13.187500, 24.937500, 24.000000
70127085814, 13.187500, 24.937500, 24.000000
70129965814, 13.187500, 24.937500, 24.000000
70132845814, 13.187500, 24.937500, 24.062500
70135725814, 13.187500, 24.937500, 24.000000
70138605814, 13.187500, 24.937500, 24.000000
70141485814, 13.187500, 24.937500, 24.000000
70144365814, 13.187500, 24.937500, 24.000000
70147245814, 13.187500, 24.937500, 24.000000
70150125814, 13.187500, 24.937500, 24.000000
70153005814, 13.187500, 24.937500, 24.000000
70155885814, 13.187500, 24.937500, 24.000000
70158765814, 13.187500, 24.937500, 24.000000
70161645814, 13.187500, 24.937500, 24.000000
70164525814, 13.187500, 24.937500, 24.062500
70167405814, 13.187500, 24.937500, 24.000000
70170285814, 13.187500, 24.937500, 24.000000
70173165814, 13.187500, 24.937500, 24.000000
70176045814, 13.187500, 24.937500, 24.000000
70178925814, 13.187500, 24.937500, 24.000000
70181805814, 13.187500, 24.937500, 24.000000
70184685814, 13.187500, 24.937500, 24.000000
70187565814, 13.187500, 24.937500, 24.000000
70190445814, 13.187500, 24.937500, 24.000000
70193325814, 13.187500, 24.937500, 24.000000
70196205814, 13.187500, 24.937500, 24.000000
70199085814, 13.187500, 24.937500, 24.000000
70201965814, 13.187500, 24.937500, 24.000000
70204845814, 13.250000, 24.937500, 24.062500
70207725814, 13.187500, 24.937500, 24.000000
70210605814, 13.187500, 24.937500, 24.062500
70213485814, 13.250000, 24.937500, 24.000000
70216365814, 13.187500, 24.937500, 24.000000
70219245814, 13.187500, 24.937500, 24.062500
70222125814, 13.250000, 24.937500, 24.000000
70225005814, 13.187500, 24.937500, 24.000000
70227885814, 13.187500, 24.937500, 24.000000
70230765814, 13.187500, 24.937500, 24.000000
70233645814, 13.187500, 24.937500, 24.000000
70236525814, 13.187500, 24.937500, 24.062500
70239405814, 13.187500, 24.937500, 24.000000
70242285814, 13.250000, 24.937500, 24.000000
70245165814, 13.250000, 24.937500, 24.000000
70248045814, 13.187500, 24.937500, 24.000000
70250925814, 13.250000, 24.937500, 24.000000
70253805814, 13.250000, 24.937500, 24.000000
70256685814, 13.250000, 24.937500, 24.000000
70259565814, 13.250000, 24.937500, 24.000000
70262445814, 13.250000, 24.937500, 24.000000
70265325814, 13.250000, 24.937500, 24.000000
70268205814, 13.250000, 24.937500, 24.000000
70271085814, 13.250000, 24.937500, 24.000000
70273965814, 13.250000, 24.937500, 24.000000
70276845814, 13.250000, 24.937500, 24.000000
70279725814, 13.250000, 24.937500, 24.000000
70282605814, 13.250000, 24.937500, 24.000000
70285485814, 13.187500, 24.937500, 24.000000
70288365814, 13.187500, 24.937500, 24.000000
70291245814, 13.250000, 24.937500, 24.000000
70294125814, 13.250000, 24.937500, 24.000000
70297005814, 13.250000, 24.937500, 24.000000
70299885814, 13.250000, 24.937500, 24.000000
70302765814, 13.250000, 24.937500, 24.000000
70305645814, 13.250000, 24.937500, 24.000000
70308525814, 13.250000, 24.937500, 24.000000
70311405814, 13.250000, 24.937500, 24.000000
70314285814, 13.250000, 24.937500, 24.000000
70317165814, 13.250000, 24.937500, 24.000000
70320045814, 13.250000, 24.937500, 24.000000
70322925814, 13.250000, 24.937500, 24.000000
70325805814, 13.250000, 24.937500, 24.000000
70328685814, 13.250000, 24.937500, 24.000000
70331565814, 13.250000, 24.937500, 24.000000
70334445814, 13.250000, 24.937500, 24.000000
70337325814, 13.250000, 24.937500, 24.062500
70340205814, 13.250000, 24.937500, 24.000000
70343085814, 13.250000, 24.937500, 24.000000
70345965814, 13.250000, 24.937500, 24.000000
70348845814, 13.250000, 24.937500, 24.000000
70351725814, 13.250000, 24.937500, 24.000000
70354605814, 13.250000, 24.937500, 24.000000
70357485814, 13.250000, 24.937500, 24.000000
70360365814, 13.250000, 24.937500, 24.000000
70363245814, 13.250000, 24.937500, 24.000000
70366125814, 13.250000, 24.937500, 24.000000
70369005814, 13.250000, 24.937500, 24.000000
70371885814, 13.250000, 24.937500, 24.000000
70374765814, 13.250000, 24.937500, 24.062500
70377645814, 13.250000, 24.937500, 24.000000
70380525814, 13.250000, 24.937500, 24.000000
70383405814, 13.250000, 24.937500, 24.000000
70386285814, 13.250000, 24.937500, 24.062500
70389165814, 13.250000, 24.937500, 24.000000
70392045814, 13.250000, 24.937500, 24.000000
70394925814, 13.312500, 24.937500, 24.000000
70397805814, 13.250000, 24.937500, 24.000000
70400685814, 13.250000, 24.937500, 24.000000
70403565814, 13.250000, 24.937500, 24.000000
70406445814, 13.250000, 24.937500, 24.000000
70409325814, 13.250000, 24.937500, 24.000000
70412205814, 13.250000, 24.937500, 24.000000
70415085814, 13.312500, 24.937500, 24.000000
70417965814, 13.250000, 24.937500, 24.000000
70420845814, 13.250000, 24.937500, 24.000000
70423725814, 13.250000, 24.937500, 24.000000
70426605814, 13.250000, 24.937500, 24.000000
70429485814, 13.250000, 24.937500, 24.000000
70432365814, 13.250000, 24.937500, 24.000000
70435245814, 13.250000, 24.937500, 24.000000
70438125814, 13.250000, 24.937500, 24.000000
70441005814, 13.250000, 24.937500, 24.000000
70443885814, 13.250000, 24.937500, 24.000000
70446765814, 13.250000, 24.937500, 24.000000
70449645814, 13.312500, 24.937500, 24.000000
70452525814, 13.250000, 24.937500, 24.000000
70455405814, 13.250000, 24.937500, 24.000000
70458285814, 13.312500, 24.937500, 24.000000
